Name,TakesOnlineOrders,hastablebooking,Ratings,Votes,Rest_Type,Cuisines,Cost,Type,City,Ratings_null,target
Me And My Cake,1,0,3.1,8,91,1902,500.0,3,24,0,0
Sri Jayalakshmi Bakery,0,0,3.3,5,52,1802,250.0,3,20,0,0
Hyderabad Cuisine,0,0,2.8,70,13,1582,650.0,4,8,0,0
Kapoors Cafe,0,0,4.1,470,13,917,800.0,2,27,0,1
Nossa Goa,1,1,4.1,302,13,485,1000.0,3,13,0,1
New Shetty Lunch Bhavan,0,0,3.7,0,74,1722,300.0,4,0,1,0
Sweet Truth,1,0,4.1,41,27,1902,500.0,3,4,0,1
NMR Multicuisine Restaurant,1,0,3.6,9,13,1012,550.0,4,21,0,0
MoXa Bistro,0,1,3.9,36,13,130,1500.0,4,5,0,1
Dadabas,0,0,3.7,6,74,287,300.0,4,25,1,0
Milkyway Ice Creams,1,0,3.7,25,44,564,300.0,2,14,0,0
Fresh Kitchen,0,0,3.7,0,74,999,400.0,4,28,1,0
Cream Stone,1,0,4.2,340,29,226,500.0,2,25,0,1
Halo Chef,1,0,3.9,144,27,917,500.0,2,2,0,1
Toscano,1,1,4.3,1161,13,636,1300.0,4,16,0,1
AAlvina Restaurant,0,0,3.7,0,74,1364,400.0,4,5,1,0
Caf Morish,1,0,4.1,117,3,1669,700.0,4,5,0,1
Anirams,1,0,4.1,739,27,2622,500.0,2,16,0,1
Orchard Fresh,1,0,3.7,0,29,548,150.0,2,17,1,0
Miss Momo,1,0,3.2,10,74,1901,250.0,4,24,0,0
Grandees Bakes  Juice,0,0,3.7,0,52,1937,250.0,3,8,1,0
Orchid Wine And Dine,0,0,3.0,9,13,1100,700.0,2,26,0,0
Ginger Greens,0,1,3.9,300,13,2469,750.0,2,26,0,1
Mithai Ghar,0,0,3.7,0,86,832,200.0,3,20,1,0
Mist n Creams,1,0,3.7,0,29,548,400.0,2,3,1,0
Bakers Home,1,0,4.0,175,16,1902,300.0,3,17,0,1
Malabar Food Court,0,0,3.4,7,74,2603,400.0,2,26,0,0
Maa Vooru,0,0,3.2,4,74,287,300.0,4,14,0,0
Qissa Khawani,1,0,4.4,319,13,1278,800.0,2,22,0,1
The Lounge  Eden Park Restaurants,0,1,3.7,151,53,919,1350.0,5,16,0,0
Crunch Pizzas,1,0,2.9,331,27,627,600.0,2,6,0,0
Chaat Street,1,0,4.1,498,74,1849,250.0,2,27,0,1
Aahara,0,0,3.7,0,74,854,300.0,2,27,1,0
Cheezy Subs  Sandwiches,0,0,3.7,0,27,414,350.0,2,15,1,0
Qissa Khawani,1,0,4.3,335,13,1278,800.0,2,13,0,1
Desi Inn,1,0,3.5,13,74,917,300.0,4,20,0,0
Niranthara,1,0,3.7,0,13,917,600.0,4,20,1,0
Nisarga Garden,0,0,4.0,90,74,1688,300.0,4,6,0,1
Zhangs Classic,1,0,2.6,170,13,593,600.0,2,0,0,0
Padosi Apke Apne,0,0,3.7,0,74,1673,300.0,2,24,1,0
Sherlocks Pub,0,1,3.9,596,72,152,1300.0,5,2,0,1
iSpice Resto Cafe,1,0,3.7,28,3,2475,600.0,4,23,0,0
Kydz Adda,0,0,3.4,6,13,13,500.0,4,16,0,0
Karavali Grand,1,0,3.7,26,13,797,600.0,4,0,0,0
Patio 805,1,1,4.1,364,13,1893,1200.0,2,1,0,1
Grills And Tandoor,1,1,3.7,109,13,999,900.0,2,28,0,0
Utse Kitchen,1,0,4.2,175,13,911,800.0,2,5,0,1
Kombo King,0,0,3.7,0,27,1344,300.0,2,0,1,0
UP Style North Indian Food,1,0,3.6,47,92,917,100.0,2,25,0,0
Shiv Sai Hotel,1,0,3.5,74,74,917,400.0,4,4,0,0
Chaai Resto,0,0,3.7,0,3,2297,300.0,1,16,1,0
Kabab Souq,1,0,3.6,112,74,685,500.0,4,18,0,0
Brahmins Coffee Bar,0,0,4.8,2679,74,1628,100.0,4,16,0,1
On The Nose,1,0,3.8,613,3,2451,600.0,1,0,0,1
Hungry Hippie,0,1,4.3,1469,3,2361,800.0,1,28,0,1
Purnabramha Maharashtrian Restaurant,1,0,3.7,829,13,772,850.0,4,12,0,0
Gugu Fast Foods  Snacks,0,0,3.7,0,74,2639,350.0,4,21,1,0
Spice Terrace  JW Marriott,0,1,4.3,766,43,1333,3000.0,4,5,0,1
Blue Berry Cool Corner,0,0,3.7,0,77,298,200.0,4,28,1,0
Juicemaker,0,0,3.8,29,56,2010,400.0,2,18,0,1
Aramane Donne Briyani,1,0,3.9,339,74,2109,300.0,2,24,0,1
Pecos Hideout,0,1,4.0,165,76,437,1100.0,2,0,0,1
Ramanas,1,1,4.0,378,13,1073,850.0,2,20,0,1
Ambur Hot Dum Biryani,0,0,3.1,7,74,2063,300.0,2,10,0,0
Green Chillies,0,0,3.7,0,74,1364,750.0,4,19,1,0
Shanmukha,1,0,3.8,149,13,2071,800.0,4,10,0,1
Shaadi Ki Biryani,1,0,2.8,303,13,2063,500.0,4,6,0,0
Shanthi Sagar,1,0,4.1,205,74,1747,250.0,2,20,0,1
Daily Sushi,1,0,3.6,18,74,755,900.0,2,8,0,0
Chai Kraft,1,0,3.7,0,56,2054,100.0,2,29,1,0
Mahesh Lunch Home,1,1,4.1,864,13,1608,1400.0,4,5,0,1
Capsicum Family Restaurant,1,0,3.8,254,13,2151,800.0,2,0,0,1
Shanghai Court,1,0,4.2,421,13,2704,700.0,4,4,0,1
SLV Andhra Mess,1,0,3.5,6,74,2622,200.0,4,28,0,0
Nasi And Mee,1,1,4.4,907,13,782,1000.0,2,15,0,1
Barbeque Nation,0,1,4.5,1282,13,1197,1600.0,0,11,0,1
Tandoor Hut,1,0,4.1,1003,13,1296,700.0,4,29,0,1
BISO  Citrus Hotels,0,0,3.0,120,13,1237,1000.0,4,14,0,0
Payohima Ice Creams,1,0,3.9,20,29,218,300.0,2,14,0,1
Amande Patisserie,1,0,4.0,73,0,1941,300.0,2,16,0,1
The Waffcake Legacy,1,0,4.0,167,29,263,350.0,2,19,0,1
Yang Ming,1,0,3.7,0,74,2521,400.0,4,12,1,0
BIBBreakfast in the Box,1,0,3.8,62,27,2170,600.0,2,15,0,1
Bhairaveshwara Military Hotel,1,0,4.2,144,74,1705,250.0,4,11,0,1
Kulfi Club,0,0,3.7,0,29,246,200.0,3,25,1,0
Nandhana Mithai,0,0,3.7,0,86,836,500.0,3,26,1,0
Southinn,1,0,3.1,100,74,1696,250.0,4,14,0,0
Ammas Pastries,0,0,3.9,95,29,1780,400.0,3,16,0,1
Fudgy Love Designer Cakes,0,0,3.7,20,16,1902,600.0,3,23,0,0
UK Foods,0,0,3.7,0,27,1628,200.0,2,12,1,0
Swad Punjab Da,1,0,3.7,41,74,917,150.0,4,4,0,0
Wow Lassi House,0,0,3.7,0,56,2006,200.0,3,25,1,0
Sri Devi Bakers,0,0,3.9,41,52,1955,200.0,3,0,0,1
Kairali,1,0,3.9,171,74,748,300.0,2,25,0,1
Purani Dilli,0,0,3.2,4,74,999,300.0,2,28,0,0
Ruchi Sagar,1,0,4.0,262,74,1747,250.0,4,21,0,1
Mummy Dhaba,1,0,3.4,48,74,917,300.0,2,13,0,0
RotiCurry,1,0,3.2,28,74,1849,300.0,2,28,0,0
Me And My Cake,0,0,3.7,0,93,1902,500.0,2,10,1,0
Great Indian Rolls,1,0,3.3,4,74,1512,100.0,2,16,0,0
An Egg Story,0,0,4.0,241,3,2337,600.0,1,27,0,1
DVG Benne Dosa,1,0,4.1,29,74,1628,150.0,2,28,0,1
Thiruvithamkoor Restaurant,1,0,3.3,294,74,734,400.0,2,17,0,0
Maiyas,1,0,4.0,1782,74,1406,200.0,3,25,0,1
Vaho Kafe  Pressery,0,0,3.9,124,3,2420,500.0,4,0,0,1
Tella Tales,1,0,4.2,414,3,2393,700.0,2,3,0,1
Chef in,0,0,3.6,198,13,2156,500.0,4,8,0,0
The Paratha Stories,1,0,3.3,36,27,917,400.0,2,12,0,0
China Hut,0,0,3.8,56,51,2521,500.0,2,22,0,1
Sri Sai 99 Variety Dosa,1,0,3.7,27,74,1628,200.0,2,27,0,0
WTF,1,0,4.1,96,3,2331,600.0,2,3,0,1
Chattorey  The Family Restaurant,0,0,3.4,37,74,1142,400.0,2,8,0,0
BAR BAR,0,1,4.1,1003,12,173,1500.0,6,15,0,1
Bengaluru House,0,0,3.7,45,13,1628,500.0,2,10,0,0
Ghar Ka Bhojan,1,0,3.3,7,27,1223,200.0,2,28,0,0
Tamarind,1,0,2.7,227,13,2637,750.0,2,26,0,0
California Burrito,0,0,3.8,15,49,826,400.0,4,8,0,1
Wangs Kitchen,1,0,2.8,39,13,2521,1000.0,2,24,0,0
Hatti Kaapi,1,0,3.9,237,74,1639,200.0,2,29,0,1
Curry Flavours,1,0,3.7,59,13,1869,200.0,2,12,0,0
Cafe Azzure,1,1,4.3,2660,3,2361,1200.0,1,18,0,1
Alechemy,0,0,3.7,0,13,917,1500.0,2,28,1,0
House Stark Cafe,1,0,3.9,44,3,2397,300.0,2,0,0,1
Iyers Tiffin Centre,0,0,3.8,62,74,1660,150.0,4,1,0,1
Kolkata Famous Kati Rolls,1,0,3.7,0,74,1536,200.0,2,22,1,0
The Reservoire,0,1,4.6,2585,12,153,1300.0,4,29,0,1
Y Not Shawarma,0,0,3.7,0,74,236,300.0,2,25,1,0
Lungees Foods,1,0,3.7,162,13,690,500.0,4,14,0,0
Tella Tales,1,0,4.2,413,3,2393,700.0,4,0,0,1
WOW Momo,1,0,3.9,284,44,1901,400.0,4,11,0,1
Snowora,1,0,3.7,0,29,248,350.0,2,26,1,0
Biryani Magic,1,0,3.5,31,74,963,300.0,2,0,0,0
Lassi Corner,1,0,3.5,16,56,2006,300.0,3,29,0,0
Blue Wings Bar  Restaurant,0,0,3.7,43,12,999,700.0,5,1,0,0
Delhi Sweets,0,0,3.1,10,74,1842,100.0,3,4,0,0
Moto Store  Caf,1,0,4.2,382,3,1487,500.0,1,22,0,1
New Farm Fresh,0,0,3.6,34,74,627,650.0,2,2,0,0
JK Home Foods,0,0,3.7,0,74,1730,200.0,4,27,1,0
Easy Bites,1,0,4.1,74,92,414,300.0,2,0,0,1
Om Shakti Hotel,0,0,3.7,0,74,1628,200.0,4,23,1,0
Apsara Ice Cream,0,0,4.0,128,29,548,200.0,2,28,0,1
Kamat Swaad,0,0,3.9,194,13,1737,400.0,4,24,0,1
Sri Sapthagiri Sweets,0,0,3.7,0,86,832,150.0,3,13,1,0
RBP Greens Garden,1,0,2.7,48,13,999,700.0,2,0,0,0
Hotel Dine City,1,0,3.5,83,13,1367,800.0,4,12,0,0
Bawarchi Inn,1,0,3.1,140,13,964,600.0,2,2,0,0
Onesta,1,1,4.6,2556,15,1474,600.0,2,1,0,1
Healthy Bakes n Brew,1,0,3.7,0,0,1780,150.0,2,16,1,0
Copper Chimney,1,1,4.2,97,13,963,1200.0,2,10,0,1
Bean Flickers,1,0,4.3,397,3,2270,700.0,1,10,0,1
Srikrishna Bhavan,1,0,3.8,42,74,1737,300.0,4,24,0,1
eatfit,1,1,3.9,42,74,514,300.0,3,10,0,1
Basmatis Briyani Nation,1,0,3.7,0,92,2109,350.0,2,2,1,0
Infinitea Tea Room  Tea Store,1,1,4.3,860,15,63,1000.0,2,20,0,1
Armaani Caffe,1,0,3.5,12,74,287,250.0,2,3,0,0
Shawarma King Restaurant,1,0,3.5,39,74,458,500.0,2,22,0,0
Taruni Foods,0,0,3.7,0,74,2247,300.0,2,25,1,0
SKY FOG,0,0,3.1,6,36,251,300.0,3,10,0,0
Sri Sai Mango Tree Restaurant,0,0,3.6,336,13,971,600.0,4,17,0,0
Lassi Shop,1,0,3.7,17,56,2022,200.0,3,18,0,0
Grubhouse,1,0,4.1,338,15,2331,800.0,4,10,0,1
Dakshin Grand,1,0,3.0,82,74,1753,300.0,2,25,0,0
Rigan Hyderabadi Bawarchi,1,0,3.6,133,13,2156,700.0,4,9,0,0
MISU,1,1,4.6,1217,14,1313,1700.0,5,20,0,1
Sri Rama,0,0,3.2,4,74,1628,200.0,4,22,0,0
Parathas Kitchen,1,0,2.8,33,93,1344,200.0,4,14,0,0
Cave N Dine,1,1,3.1,405,14,1126,800.0,6,11,0,0
Apsara Hotel,1,0,3.7,0,74,917,150.0,4,18,1,0
Apna Veg Dhaba,1,0,3.1,35,13,999,550.0,2,14,0,0
Utse Kitchen,1,0,4.2,182,13,911,800.0,2,13,0,1
Asha Sweets Centre,1,0,3.6,28,29,847,250.0,2,25,0,0
Sattuani,0,0,3.5,10,74,2061,250.0,4,13,0,0
Rveur Chocolates,0,0,3.7,13,29,218,400.0,2,2,0,0
Empire Restaurant,1,0,4.0,3128,13,1315,750.0,4,26,0,1
Naidu Hotel,0,0,3.7,0,74,1628,200.0,4,21,1,0
Sri chowdeshwari Mudde Hotel,0,0,3.7,0,74,1628,300.0,4,15,1,0
Swaadishta Restaurant,0,0,2.5,60,13,3,750.0,2,7,0,0
Krishna Kuteera,1,0,4.0,398,74,1737,400.0,4,4,0,1
Amontron,1,0,3.9,435,13,1963,650.0,2,4,0,1
Hungry Travellers Cafe,0,0,3.8,27,3,2257,450.0,1,2,0,1
Jayanagar Grill House,1,0,3.5,35,74,2127,250.0,2,16,0,0
Khans Biryani,1,0,3.0,11,74,2151,300.0,2,0,0,0
Mysuru Coffee Thindi,1,0,4.1,304,74,1689,200.0,2,25,0,1
Amravathi Restaurants  Caterers,0,0,3.1,6,74,999,400.0,2,2,0,0
Cold Fusion,1,0,3.7,0,29,551,300.0,2,8,1,0
Handi Biryani,1,0,3.9,84,74,534,300.0,2,19,0,1
Spice Terrace  JW Marriott,0,1,4.3,768,43,1333,3000.0,4,6,0,1
Kapoors Cafe,0,0,4.2,2992,13,917,800.0,4,19,0,1
Bare Grills,1,0,3.7,0,27,1515,350.0,2,2,1,0
Sri Venkateshwara Sweet Meat Stall,0,0,4.0,98,90,850,400.0,3,1,0,1
HQ,0,1,4.1,564,14,1240,1000.0,6,15,0,1
Swing,0,1,3.8,201,14,1093,1000.0,4,23,0,1
Chettys Coffee,1,0,3.9,43,74,1628,150.0,2,23,0,1
King Dine Family Restaurant,0,0,3.7,0,13,2663,500.0,4,28,1,0
Daily  Divine,0,0,3.7,0,74,375,200.0,2,0,1,0
Shanthi Sagar,1,0,3.1,8,74,1628,250.0,2,0,0,0
Chaai Resto,1,0,4.1,33,3,2486,200.0,1,17,0,1
Stoner,1,0,4.5,2668,32,554,500.0,3,0,0,1
Abhiruchi Restaurant,1,0,3.4,5,13,2691,400.0,2,17,0,0
Mikusu  Conrad Bengaluru,0,1,4.1,81,39,642,3000.0,4,5,0,1
InBento,0,0,3.7,0,27,640,900.0,2,18,1,0
Sapid,0,0,3.7,0,27,917,250.0,2,4,1,0
Ammas Pastries,0,0,4.0,98,29,1780,400.0,3,20,0,1
Chaai Resto,1,0,3.4,6,3,2486,200.0,2,19,0,0
Wokanaka  The Casual Chinese Pitstop,1,1,4.1,223,13,1169,500.0,2,26,0,1
Hotel Amulya,0,0,3.7,0,13,998,500.0,4,21,1,0
Swadh Biryani Tandoori Spot,0,0,3.7,0,74,2109,200.0,2,7,1,0
Srinidhi Fast Food,1,0,3.7,0,74,287,400.0,2,23,1,0
Cafe Graffiters,1,0,3.8,23,3,2340,600.0,4,2,0,1
Gundappa Donne Biryani,0,0,3.1,117,74,2063,200.0,2,29,0,0
Infinitea Tea Room  Tea Store,1,1,4.3,860,15,63,1000.0,1,22,0,1
Five Star Chicken,0,0,3.5,9,74,287,300.0,4,15,0,0
Willys Top Cafe,1,0,4.0,310,3,2338,750.0,2,29,0,1
Cafe Arabica,0,0,3.8,69,5,2283,700.0,3,0,0,1
C Sharp Kitchen,1,0,3.6,52,13,1060,600.0,4,13,0,0
Sathyas,0,1,4.1,759,76,999,1200.0,5,3,0,1
Momo Jojo,1,0,3.4,6,74,4,300.0,2,28,0,0
Dine With Singhs,0,0,3.7,0,74,999,300.0,4,28,1,0
Sai Upahar,0,0,3.7,0,74,1789,200.0,2,21,1,0
Healthy Sapiens,1,0,3.8,23,27,1948,300.0,2,28,0,1
Swathi Deluxe Restaurant,1,0,2.9,75,13,917,500.0,4,13,0,0
Spurthi Foods,1,0,3.7,70,92,2225,300.0,2,24,0,0
Zangos Grill,1,0,4.0,188,27,1702,300.0,2,0,0,1
The Biriyani Factory,1,0,3.1,31,74,963,500.0,2,3,0,0
City Durbar,1,0,3.7,72,13,1027,450.0,4,0,0,0
Cafe Noir,1,0,3.4,5,13,275,1500.0,2,15,0,0
Venkateshwara Foods,1,0,3.0,13,92,1862,400.0,2,2,0,0
Mirch,1,0,3.7,94,74,963,400.0,2,12,0,0
Namma Biriyani,1,0,3.7,14,74,2098,250.0,2,0,0,0
Whitefield Bar and Grill  Bengaluru Marriott Hotel,0,1,4.1,78,39,50,3000.0,4,15,0,1
Taste Of India,0,0,3.7,0,44,917,300.0,4,14,1,0
Barkat,0,0,3.4,6,74,690,250.0,4,2,0,0
Cool Joint,0,0,3.6,25,74,2006,250.0,4,5,0,0
Food Singh,0,0,3.7,0,27,917,500.0,2,2,1,0
Kachori Kafe,1,0,3.2,571,74,1843,300.0,4,12,0,0
Mumbai Kulfi,1,0,3.7,61,29,555,100.0,3,21,0,0
Wolfish,1,0,4.1,460,3,2275,700.0,1,18,0,1
Haveli,1,0,3.7,61,13,2176,700.0,4,8,0,0
Lets Eat Desi Chinese,0,0,3.7,0,74,2521,300.0,4,5,1,0
Tasty Jigarthanda,1,0,3.4,10,56,2022,150.0,2,0,0,0
The Pavillion,0,0,2.8,43,13,1192,1000.0,4,25,0,0
TOKI Taco House,1,0,3.6,72,74,821,200.0,2,3,0,0
Berrylicious Cafe,1,0,4.1,125,15,62,900.0,3,20,0,1
Flodeis,1,0,3.4,10,29,248,300.0,2,11,0,0
DeliBoxin,1,0,3.7,67,27,1628,150.0,2,24,0,0
The Fresh Factor,0,0,3.1,14,74,667,200.0,4,29,0,0
Tapri By The Corner,1,0,4.1,205,74,287,250.0,4,29,0,1
Atithi Family Bar  Restaurant,1,0,3.6,31,14,1345,500.0,6,17,0,0
New Limra Hotel,0,0,3.3,5,74,1644,200.0,4,3,0,0
New Udupi Grand,1,0,3.7,36,74,1753,250.0,2,28,0,0
Biriyani House,0,0,3.2,13,74,2247,350.0,2,15,0,0
The French Loaf,1,0,2.9,48,52,1924,400.0,3,13,0,0
Chin Lung Resto Bar,0,0,3.9,378,76,1061,1000.0,5,20,0,1
ShaanEPunjab,1,0,2.9,84,13,917,500.0,2,15,0,0
Taste Of Malabar,1,0,3.6,23,74,1717,350.0,4,2,0,0
Sizzlingo,0,0,3.7,0,74,917,600.0,2,28,1,0
SLV Ragigudda,1,0,3.7,0,74,1737,400.0,4,25,0,0
Rajeev Bakery  Juice,0,0,3.7,0,75,354,150.0,2,29,1,0
Krispy Kreme,1,0,4.0,253,29,226,300.0,2,25,0,1
KKR FOODIES,1,1,3.2,60,74,388,400.0,2,5,0,0
Bakers Treat,0,0,3.7,0,16,1902,350.0,2,29,1,0
Sri Sai Fast Food,0,0,3.7,0,74,1628,100.0,2,9,1,0
Sunny Spice Chinese Restaurant,1,0,3.3,44,13,2717,650.0,4,7,0,0
Appam Centre,0,0,3.2,4,74,690,200.0,2,4,0,0
Tandoor Nation,1,0,3.0,39,74,999,400.0,2,29,0,0
Aathurar,1,0,3.3,584,13,2513,600.0,4,10,0,0
Bameys Restro Cafe,1,0,4.2,533,13,2690,600.0,2,2,0,1
Crown Resto,0,0,3.7,0,13,342,450.0,4,3,1,0
Happy Eat,1,0,3.3,86,74,2098,300.0,4,19,0,0
Zeeshan,1,0,3.1,320,13,1250,700.0,2,24,0,0
Cream Chemistry,1,0,3.9,234,29,555,500.0,3,0,0,1
Armaani Caffe,1,0,3.5,12,74,287,250.0,2,24,0,0
Yang Ming,1,0,3.7,0,74,2521,400.0,2,12,1,0
White Horse,0,0,3.8,179,74,1268,400.0,4,24,0,1
Red Bawarchi,1,0,3.0,21,27,2098,600.0,2,3,0,0
Hotel Ruchi Priya,1,0,3.6,22,74,917,350.0,4,3,0,0
Mr Beans  Home Cafe,1,1,4.2,2714,3,2359,1000.0,4,2,0,1
Eatato Snack Bar,0,0,3.3,11,74,1751,400.0,4,13,0,0
Sidewalk Cafe  Bar  The Paul Bangalore,1,1,4.2,217,13,276,1500.0,0,28,0,1
Skinz Ooty Chocolate,1,0,3.7,0,29,218,200.0,2,28,1,0
Brahmin Tiffins  Coffee,0,0,3.7,0,74,1639,100.0,4,16,1,0
Church Street Social,1,0,4.3,7544,53,2103,1500.0,2,18,0,1
Cafe Medley,1,0,4.2,1067,3,2345,800.0,1,3,0,1
The Grill House,1,1,4.1,774,14,2059,1200.0,4,13,0,1
WYT RestroPub,0,0,2.6,408,69,999,1000.0,6,6,0,0
Surya Bakery,0,0,3.5,21,0,1780,200.0,3,18,0,0
Rolling Waffles,1,0,3.8,35,29,218,250.0,3,11,0,1
Cream Chemistry,1,0,3.9,149,29,555,500.0,2,6,0,1
The Local,1,1,4.2,1196,72,450,1400.0,2,27,0,1
Kadavu Shappu Currys,1,0,3.3,50,74,690,400.0,2,12,0,0
Hotel Ivy Dew Drops,0,0,3.2,4,13,1737,900.0,3,21,0,0
Polar Bear,1,0,3.9,21,92,246,300.0,2,2,0,1
Tawa Fresh,1,0,3.4,12,74,1590,300.0,2,27,0,0
Ciclo Cafe,1,0,4.3,1273,7,2432,1000.0,5,23,0,1
Om Made Cafe,0,0,4.0,2729,3,2354,1300.0,2,0,0,1
Eatsaa,0,0,3.5,8,74,2521,300.0,2,9,0,0
MISU,1,1,4.5,1250,14,1313,1700.0,4,6,0,1
Marhaba,1,0,3.4,8,44,236,500.0,2,19,0,0
Burp,1,1,4.0,608,3,2467,800.0,2,9,0,1
Chocolat Boulangerie Patisserie,0,0,4.1,445,29,1891,400.0,3,2,0,1
Chung Wah,1,0,4.0,539,13,2711,800.0,4,24,0,1
Gustoes Beer House,0,0,4.1,868,69,124,1200.0,2,16,0,1
The Restaurant  Coorg,0,1,4.3,504,13,1628,1100.0,0,23,0,1
Shanthi Sagar,1,0,4.1,207,74,1747,250.0,2,6,0,1
Taste Of Nawaabs,0,0,3.6,22,13,999,600.0,4,10,0,0
Aqua  The Park Bangalore,0,1,4.0,196,54,1271,3000.0,6,18,0,1
Pizza Stop,1,0,3.8,166,74,1485,600.0,4,16,0,1
Ramji Chaiwale,1,0,3.3,30,74,2010,250.0,2,17,0,0
Cafe 221B,1,1,3.7,49,3,2293,300.0,2,2,0,0
Gillys Restobar,0,1,4.3,1249,72,167,1200.0,2,21,0,1
Flavors of North,1,0,3.3,240,74,1027,400.0,2,9,0,0
Green Mango Restaurant,0,0,3.7,0,74,738,300.0,2,3,1,0
The White Owl  Resto Cafe,0,0,3.7,0,13,67,550.0,4,27,1,0
Rannaghar,1,0,3.9,138,13,950,600.0,4,23,0,1
Rasovara,1,1,4.3,765,13,1508,1400.0,2,20,0,1
Tibbs Frankie,0,0,3.8,24,74,1858,200.0,2,6,0,1
Spicy Grill,0,0,3.7,0,92,2575,350.0,2,24,1,0
The Reservoire,0,1,4.6,2590,12,153,1300.0,6,29,0,1
New Prashanth Hotel,1,0,3.9,388,13,2179,650.0,2,16,0,1
The Black Pearl,0,1,4.7,10541,14,1195,1400.0,0,3,0,1
NY Pizza  Waffles,1,0,3.1,273,74,1479,400.0,4,21,0,0
Mast Kalandar,0,0,2.4,229,13,917,450.0,4,19,0,0
Delicacy,1,0,3.9,311,13,2710,500.0,2,6,0,1
Nandhi Andhra Style Family Restaurant,1,0,3.4,13,74,1589,400.0,2,0,0,0
Airlines Hotel,1,0,4.0,868,74,1777,400.0,4,20,0,1
Masale Daan,1,0,3.7,0,27,917,350.0,2,21,1,0
Funky Punjab,1,0,3.9,410,13,999,500.0,4,24,0,1
Pappu Chaiwalla,0,0,3.6,140,74,436,300.0,4,24,0,0
Savoury Restaurant,1,0,3.9,421,13,835,800.0,2,3,0,1
The Studio Bar,0,0,4.0,775,53,581,1400.0,5,7,0,1
Momo Time,1,0,3.7,0,74,863,600.0,2,28,1,0
Food And You,1,0,3.9,35,74,1408,350.0,2,2,0,1
New Udupi Fresh Juice Centre,0,0,3.4,9,74,656,200.0,4,10,0,0
Pizza Hut,1,0,2.7,159,74,1463,750.0,2,4,0,0
ASEAN  On The Edge,1,1,4.4,864,13,1458,1800.0,2,22,0,1
Chination,1,0,3.7,0,27,2521,600.0,2,24,1,0
Woodys,0,0,2.5,433,13,2696,650.0,4,22,0,0
Ebony,1,1,4.3,3152,13,1344,1500.0,0,13,0,1
BHR Foods,1,0,3.4,7,74,1047,350.0,2,15,0,0
Punjabi Unplugged,1,0,3.7,0,74,917,500.0,2,29,1,0
Sri Krishna Sagar,1,0,3.2,119,13,999,400.0,4,1,0,0
The Paramount Hotel,1,0,2.9,319,13,1092,1000.0,2,23,0,0
Karavali Fish Center,0,0,3.4,10,74,784,300.0,4,16,0,0
BEIR,1,0,3.7,0,13,822,800.0,2,0,1,0
Bun World,0,0,3.9,132,0,1927,250.0,3,7,0,1
White Horse,0,0,3.8,179,74,1268,400.0,4,25,0,1
Tempteys,1,0,4.2,249,31,1996,500.0,2,29,0,1
Uttarkhand,0,0,2.9,21,13,2637,700.0,4,7,0,0
Trick Or Treat,0,0,4.2,618,3,2308,500.0,2,18,0,1
The Higher Taste,0,1,4.3,858,13,1468,800.0,4,11,0,1
Tata Cha,1,0,3.6,32,3,2507,500.0,1,3,0,0
Pecos Classic,0,1,4.1,557,72,437,1100.0,5,5,0,1
Bameys Restro Cafe,1,0,4.2,533,13,2690,600.0,2,25,0,1
T4U Cafe,0,0,3.6,17,74,2577,400.0,4,26,0,0
Sankranti,1,0,3.6,85,13,2225,600.0,2,8,0,0
Biryani House,1,0,3.7,0,13,2691,600.0,2,15,1,0
Bombay Kulfis,0,0,3.8,41,29,548,200.0,2,12,0,1
Chugg,0,1,4.0,752,69,448,1100.0,5,13,0,1
Cheers Pub Bar  Restro,0,1,4.1,94,70,105,1100.0,5,3,0,1
Hotel Akshaya Restaurant,0,0,3.7,0,74,2127,400.0,2,24,1,0
Cafe Talk,0,0,3.3,14,7,2374,700.0,4,4,0,0
Double Decker,0,1,4.3,2658,12,146,1300.0,4,20,0,1
Pizza Stop,1,0,2.9,57,74,1485,600.0,4,11,0,0
Sugar Stars Co,0,0,3.7,0,0,1902,300.0,2,1,1,0
eatfit,1,0,4.6,155,27,515,500.0,3,29,0,1
Hoot,1,1,4.2,7330,66,126,1400.0,6,14,0,1
Invitation Bar  Restaurant,0,0,3.0,15,76,917,1000.0,2,2,0,0
Halli Rotti Manne,0,0,3.4,9,74,1628,100.0,4,24,0,0
The Hidden Home,1,1,4.3,994,13,1114,1300.0,0,17,0,1
Taj Durbar,0,0,3.8,83,74,943,400.0,4,0,0,1
Pasta Street,1,1,4.5,267,13,634,1300.0,2,3,0,1
Zaica Dine  Wine,1,1,4.0,1013,13,917,1200.0,0,23,0,1
Crepe Connection,1,0,3.7,0,74,372,400.0,4,8,1,0
Niralas Home Kitchen,0,0,3.7,0,27,2057,300.0,2,19,1,0
Hunger Joint,0,0,3.7,0,80,355,300.0,4,22,1,0
Ulavacharu,1,1,4.2,150,13,2691,900.0,2,2,0,1
Andhra Vantakam,1,0,3.9,320,13,2514,800.0,4,11,0,1
Green Pepper,1,0,3.9,262,13,1622,600.0,4,10,0,1
Shree Udupi Grand,1,0,3.5,19,13,1673,400.0,2,24,0,0
Hamza,0,0,3.9,161,13,999,500.0,4,22,0,1
Krazzy Folds,1,1,4.2,1901,3,2383,800.0,1,16,0,1
Zeeshan,1,0,2.6,155,13,1288,600.0,4,17,0,0
Taste Of Tibet,0,0,4.0,336,74,1900,300.0,4,18,0,1
